O [99, 98]
E [44, 12]
E [44, 11]
E [44, 10]
E [44, 9]
E [44, 8]
E [44, 7]
E [44, 6]
E [44, 5]
E [44, 4]
E [44, 3]
E [44, 2]
B [45, 2]
D [45, 3]
D [45, 4]
D [45, 5]
D [45, 6]
D [45, 7]
D [45, 8]
D [45, 9]
D [45, 10]
D [45, 11]
D [45, 12]
D [45, 13]
D [45, 14]
D [45, 15]
D [45, 16]
D [45, 17]
D [45, 18]
D [45, 19]
D [45, 20]
D [45, 21]
D [45, 22]
D [45, 23]
D [45, 24]
D [45, 25]
D [45, 26]
D [45, 27]
D [45, 28]
D [45, 29]
D [45, 30]
D [45, 31]
D [45, 32]
D [45, 33]
D [45, 34]
D [45, 35]
D [45, 36]
D [45, 37]
D [45, 38]
D [45, 39]
D [45, 40]
D [45, 41]
D [45, 42]
D [45, 43]
D [45, 44]
D [45, 45]
D [45, 46]
D [45, 47]
D [45, 48]
D [45, 49]
D [45, 50]
D [45, 51]
D [45, 52]
D [45, 53]
D [45, 54]
D [45, 55]
D [45, 56]
D [45, 57]
D [45, 58]
D [45, 59]
D [45, 60]
D [45, 61]
D [45, 62]
D [45, 63]
D [45, 64]
D [45, 65]
D [45, 66]
D [45, 67]
D [45, 68]
D [45, 69]
D [45, 70]
D [45, 71]
D [45, 72]
D [45, 73]
D [45, 74]
D [45, 75]
D [45, 76]
D [45, 77]
D [45, 78]
D [45, 79]
D [45, 80]
D [45, 81]
D [45, 82]
D [45, 83]
D [45, 84]
D [45, 85]
D [45, 86]
D [45, 87]
D [45, 88]
D [45, 89]
D [45, 90]
D [45, 91]
D [45, 92]
D [45, 93]
D [45, 94]
D [45, 95]
D [45, 96]
D [45, 97]
B [46, 97]
E [46, 96]
E [46, 95]
E [46, 94]
E [46, 93]
E [46, 92]
E [46, 91]
E [46, 90]
E [46, 89]
E [46, 88]
E [46, 87]
E [46, 86]
E [46, 85]
E [46, 84]
E [46, 83]
E [46, 82]
E [46, 81]
E [46, 80]
E [46, 79]
E [46, 78]
E [46, 77]
E [46, 76]
E [46, 75]
E [46, 74]
E [46, 73]
E [46, 72]
E [46, 71]
E [46, 70]
E [46, 69]
E [46, 68]
E [46, 67]
E [46, 66]
E [46, 65]
E [46, 64]
E [46, 63]
E [46, 62]
E [46, 61]
E [46, 60]
E [46, 59]
E [46, 58]
E [46, 57]
E [46, 56]
E [46, 55]
E [46, 54]
E [46, 53]
E [46, 52]
E [46, 51]
E [46, 50]
E [46, 49]
E [46, 48]
E [46, 47]
E [46, 46]
E [46, 45]
E [46, 44]
E [46, 43]
E [46, 42]
E [46, 41]
E [46, 40]
E [46, 39]
E [46, 38]
E [46, 37]
E [46, 36]
E [46, 35]
E [46, 34]
E [46, 33]
E [46, 32]
E [46, 31]
E [46, 30]
E [46, 29]
E [46, 28]
E [46, 27]
E [46, 26]
E [46, 25]
E [46, 24]
E [46, 23]
E [46, 22]
E [46, 21]
E [46, 20]
E [46, 19]
E [46, 18]
E [46, 17]
E [46, 16]
E [46, 15]
E [46, 14]
E [46, 13]
E [46, 12]
E [46, 11]
E [46, 10]
E [46, 9]
E [46, 8]
E [46, 7]
E [46, 6]
E [46, 5]
E [46, 4]
E [46, 3]
E [46, 2]
B [47, 2]
D [47, 3]
D [47, 4]
D [47, 5]
D [47, 6]
D [47, 7]
D [47, 8]
D [47, 9]
D [47, 10]
D [47, 11]
D [47, 12]
D [47, 13]
D [47, 14]
D [47, 15]
D [47, 16]
D [47, 17]
D [47, 18]
D [47, 19]
D [47, 20]
D [47, 21]
D [47, 22]
D [47, 23]
D [47, 24]
D [47, 25]
D [47, 26]
D [47, 27]
D [47, 28]
D [47, 29]
D [47, 30]
D [47, 31]
D [47, 32]
D [47, 33]
D [47, 34]
D [47, 35]
D [47, 36]
D [47, 37]
D [47, 38]
D [47, 39]
D [47, 40]
D [47, 41]
D [47, 42]
D [47, 43]
D [47, 44]
D [47, 45]
D [47, 46]
D [47, 47]
D [47, 48]
D [47, 49]
D [47, 50]
D [47, 51]
D [47, 52]
D [47, 53]
D [47, 54]
D [47, 55]
D [47, 56]
D [47, 57]
D [47, 58]
D [47, 59]
D [47, 60]
D [47, 61]
D [47, 62]
D [47, 63]
D [47, 64]
D [47, 65]
D [47, 66]
D [47, 67]
D [47, 68]
D [47, 69]
D [47, 70]
D [47, 71]
D [47, 72]
D [47, 73]
D [47, 74]
D [47, 75]
D [47, 76]
D [47, 77]
D [47, 78]
D [47, 79]
D [47, 80]
D [47, 81]
D [47, 82]
D [47, 83]
D [47, 84]
D [47, 85]
D [47, 86]
D [47, 87]
D [47, 88]
D [47, 89]
D [47, 90]
D [47, 91]
D [47, 92]
D [47, 93]
D [47, 94]
D [47, 95]
D [47, 96]
D [47, 97]
B [48, 97]
E [48, 96]
E [48, 95]
E [48, 94]
E [48, 93]
E [48, 92]
E [48, 91]
E [48, 90]
E [48, 89]
E [48, 88]
E [48, 87]
E [48, 86]
E [48, 85]
E [48, 84]
E [48, 83]
E [48, 82]
E [48, 81]
E [48, 80]
E [48, 79]
E [48, 78]
E [48, 77]
E [48, 76]
E [48, 75]
E [48, 74]
E [48, 73]
E [48, 72]
E [48, 71]
E [48, 70]
E [48, 69]
E [48, 68]
E [48, 67]
E [48, 66]
E [48, 65]
E [48, 64]
E [48, 63]
E [48, 62]
E [48, 61]
E [48, 60]
E [48, 59]
E [48, 58]
E [48, 57]
E [48, 56]
E [48, 55]
E [48, 54]
E [48, 53]
E [48, 52]
E [48, 51]
E [48, 50]
E [48, 49]
E [48, 48]
E [48, 47]
E [48, 46]
E [48, 45]
E [48, 44]
E [48, 43]
E [48, 42]
E [48, 41]
E [48, 40]
E [48, 39]
E [48, 38]
E [48, 37]
E [48, 36]
E [48, 35]
E [48, 34]
E [48, 33]
E [48, 32]
E [48, 31]
E [48, 30]
E [48, 29]
E [48, 28]
E [48, 27]
E [48, 26]
E [48, 25]
E [48, 24]
E [48, 23]
E [48, 22]
E [48, 21]
E [48, 20]
E [48, 19]
E [48, 18]
E [48, 17]
E [48, 16]
E [48, 15]
E [48, 14]
E [48, 13]
E [48, 12]
E [48, 11]
E [48, 10]
E [48, 9]
E [48, 8]
E [48, 7]
E [48, 6]
E [48, 5]
E [48, 4]
E [48, 3]
E [48, 2]
B [49, 2]
D [49, 3]
D [49, 4]
D [49, 5]
D [49, 6]
D [49, 7]
D [49, 8]
D [49, 9]
D [49, 10]
D [49, 11]
D [49, 12]
D [49, 13]
D [49, 14]
D [49, 15]
D [49, 16]
D [49, 17]
D [49, 18]
D [49, 19]
D [49, 20]
D [49, 21]
D [49, 22]
D [49, 23]
D [49, 24]
D [49, 25]
D [49, 26]
D [49, 27]
D [49, 28]
D [49, 29]
D [49, 30]
D [49, 31]
D [49, 32]
D [49, 33]
D [49, 34]
D [49, 35]
D [49, 36]
D [49, 37]
D [49, 38]
D [49, 39]
D [49, 40]
D [49, 41]
D [49, 42]
D [49, 43]
D [49, 44]
D [49, 45]
D [49, 46]
D [49, 47]
D [49, 48]
D [49, 49]
D [49, 50]
D [49, 51]
D [49, 52]
D [49, 53]
D [49, 54]
D [49, 55]
D [49, 56]
D [49, 57]
D [49, 58]
D [49, 59]
D [49, 60]
D [49, 61]
D [49, 62]
D [49, 63]
D [49, 64]
D [49, 65]
D [49, 66]
D [49, 67]
D [49, 68]
D [49, 69]
D [49, 70]
D [49, 71]
D [49, 72]
D [49, 73]
D [49, 74]
D [49, 75]
D [49, 76]
D [49, 77]
D [49, 78]
D [49, 79]
D [49, 80]
D [49, 81]
D [49, 82]
D [49, 83]
D [49, 84]
D [49, 85]
D [49, 86]
D [49, 87]
D [49, 88]
D [49, 89]
D [49, 90]
D [49, 91]
D [49, 92]
D [49, 93]
D [49, 94]
D [49, 95]
D [49, 96]
D [49, 97]
B [50, 97]
E [50, 96]
E [50, 95]
E [50, 94]
E [50, 93]
E [50, 92]
E [50, 91]
E [50, 90]
E [50, 89]
E [50, 88]
E [50, 87]
E [50, 86]
E [50, 85]
E [50, 84]
E [50, 83]
E [50, 82]
E [50, 81]
E [50, 80]
E [50, 79]
E [50, 78]
E [50, 77]
E [50, 76]
E [50, 75]
E [50, 74]
E [50, 73]
E [50, 72]
E [50, 71]
E [50, 70]
E [50, 69]
E [50, 68]
E [50, 67]
E [50, 66]
E [50, 65]
E [50, 64]
E [50, 63]
E [50, 62]
E [50, 61]
E [50, 60]
E [50, 59]
E [50, 58]
E [50, 57]
E [50, 56]
E [50, 55]
E [50, 54]
E [50, 53]
E [50, 52]
E [50, 51]
E [50, 50]
E [50, 49]
E [50, 48]
E [50, 47]
E [50, 46]
E [50, 45]
E [50, 44]
E [50, 43]
E [50, 42]
E [50, 41]
E [50, 40]
E [50, 39]
E [50, 38]
E [50, 37]
E [50, 36]
E [50, 35]
E [50, 34]
E [50, 33]
E [50, 32]
E [50, 31]
E [50, 30]
E [50, 29]
E [50, 28]
E [50, 27]
E [50, 26]
E [50, 25]
E [50, 24]
E [50, 23]
E [50, 22]
E [50, 21]
E [50, 20]
E [50, 19]
E [50, 18]
E [50, 17]
E [50, 16]
E [50, 15]
E [50, 14]
E [50, 13]
E [50, 12]
E [50, 11]
E [50, 10]
E [50, 9]
E [50, 8]
E [50, 7]
E [50, 6]
E [50, 5]
E [50, 4]
E [50, 3]
E [50, 2]
B [51, 2]
D [51, 3]
D [51, 4]
D [51, 5]
D [51, 6]
D [51, 7]
D [51, 8]
D [51, 9]
D [51, 10]
D [51, 11]
D [51, 12]
D [51, 13]
D [51, 14]
D [51, 15]
D [51, 16]
D [51, 17]
D [51, 18]
D [51, 19]
D [51, 20]
D [51, 21]
D [51, 22]
D [51, 23]
D [51, 24]
D [51, 25]
D [51, 26]
D [51, 27]
D [51, 28]
D [51, 29]
D [51, 30]
D [51, 31]
D [51, 32]
D [51, 33]
D [51, 34]
D [51, 35]
D [51, 36]
D [51, 37]
D [51, 38]
D [51, 39]
D [51, 40]
D [51, 41]
D [51, 42]
D [51, 43]
D [51, 44]
D [51, 45]
D [51, 46]
D [51, 47]
D [51, 48]
D [51, 49]
D [51, 50]
D [51, 51]
D [51, 52]
D [51, 53]
D [51, 54]
D [51, 55]
D [51, 56]
D [51, 57]
D [51, 58]
D [51, 59]
D [51, 60]
D [51, 61]
D [51, 62]
D [51, 63]
D [51, 64]
D [51, 65]
D [51, 66]
D [51, 67]
D [51, 68]
D [51, 69]
D [51, 70]
D [51, 71]
D [51, 72]
D [51, 73]
D [51, 74]
D [51, 75]
D [51, 76]
D [51, 77]
D [51, 78]
D [51, 79]
D [51, 80]
D [51, 81]
D [51, 82]
D [51, 83]
D [51, 84]
D [51, 85]
D [51, 86]
D [51, 87]
D [51, 88]
D [51, 89]
D [51, 90]
D [51, 91]
D [51, 92]
D [51, 93]
D [51, 94]
D [51, 95]
D [51, 96]
D [51, 97]
B [52, 97]
E [52, 96]
E [52, 95]
E [52, 94]
E [52, 93]
E [52, 92]
E [52, 91]
E [52, 90]
E [52, 89]
E [52, 88]
E [52, 87]
E [52, 86]
E [52, 85]
E [52, 84]
E [52, 83]
E [52, 82]
E [52, 81]
E [52, 80]
E [52, 79]
E [52, 78]
E [52, 77]
E [52, 76]
E [52, 75]
E [52, 74]
E [52, 73]
E [52, 72]
E [52, 71]
E [52, 70]
E [52, 69]
E [52, 68]
E [52, 67]
E [52, 66]
E [52, 65]
E [52, 64]
E [52, 63]
E [52, 62]
E [52, 61]
E [52, 60]
E [52, 59]
E [52, 58]
E [52, 57]
E [52, 56]
E [52, 55]
E [52, 54]
E [52, 53]
E [52, 52]
E [52, 51]
E [52, 50]
E [52, 49]
E [52, 48]
E [52, 47]
E [52, 46]
E [52, 45]
E [52, 44]
E [52, 43]
E [52, 42]
E [52, 41]
E [52, 40]
E [52, 39]
E [52, 38]
E [52, 37]
E [52, 36]
E [52, 35]
E [52, 34]
E [52, 33]
E [52, 32]
E [52, 31]
E [52, 30]
E [52, 29]
E [52, 28]
E [52, 27]
E [52, 26]
E [52, 25]
E [52, 24]
E [52, 23]
E [52, 22]
E [52, 21]
E [52, 20]
E [52, 19]
E [52, 18]
E [52, 17]
E [52, 16]
E [52, 15]
E [52, 14]
E [52, 13]
E [52, 12]
E [52, 11]
E [52, 10]
E [52, 9]
E [52, 8]
E [52, 7]
E [52, 6]
E [52, 5]
E [52, 4]
E [52, 3]
E [52, 2]
B [53, 2]
D [53, 3]
D [53, 4]
D [53, 5]
D [53, 6]
D [53, 7]
D [53, 8]
D [53, 9]
D [53, 10]
D [53, 11]
D [53, 12]
D [53, 13]
D [53, 14]
D [53, 15]
D [53, 16]
D [53, 17]
D [53, 18]
D [53, 19]
D [53, 20]
D [53, 21]
D [53, 22]
D [53, 23]
D [53, 24]
D [53, 25]
D [53, 26]
D [53, 27]
D [53, 28]
D [53, 29]
D [53, 30]
D [53, 31]
D [53, 32]
D [53, 33]
D [53, 34]
D [53, 35]
D [53, 36]
D [53, 37]
D [53, 38]
D [53, 39]
D [53, 40]
D [53, 41]
D [53, 42]
D [53, 43]
D [53, 44]
D [53, 45]
D [53, 46]
D [53, 47]
D [53, 48]
D [53, 49]
D [53, 50]
D [53, 51]
D [53, 52]
D [53, 53]
D [53, 54]
D [53, 55]
D [53, 56]
D [53, 57]
D [53, 58]
D [53, 59]
D [53, 60]
D [53, 61]
D [53, 62]
D [53, 63]
D [53, 64]
D [53, 65]
D [53, 66]
D [53, 67]
D [53, 68]
D [53, 69]
D [53, 70]
D [53, 71]
D [53, 72]
D [53, 73]
D [53, 74]
D [53, 75]
D [53, 76]
D [53, 77]
D [53, 78]
D [53, 79]
D [53, 80]
D [53, 81]
D [53, 82]
D [53, 83]
D [53, 84]
D [53, 85]
D [53, 86]
D [53, 87]
D [53, 88]
D [53, 89]
D [53, 90]
D [53, 91]
D [53, 92]
D [53, 93]
D [53, 94]
D [53, 95]
D [53, 96]
D [53, 97]
B [54, 97]
E [54, 96]
E [54, 95]
E [54, 94]
E [54, 93]
E [54, 92]
E [54, 91]
E [54, 90]
E [54, 89]
E [54, 88]
E [54, 87]
E [54, 86]
E [54, 85]
E [54, 84]
E [54, 83]
E [54, 82]
E [54, 81]
E [54, 80]
E [54, 79]
E [54, 78]
E [54, 77]
E [54, 76]
E [54, 75]
E [54, 74]
E [54, 73]
E [54, 72]
E [54, 71]
E [54, 70]
E [54, 69]
E [54, 68]
E [54, 67]
E [54, 66]
E [54, 65]
E [54, 64]
E [54, 63]
E [54, 62]
E [54, 61]
E [54, 60]
E [54, 59]
E [54, 58]
E [54, 57]
E [54, 56]
E [54, 55]
E [54, 54]
E [54, 53]
E [54, 52]
E [54, 51]
E [54, 50]
E [54, 49]
E [54, 48]
E [54, 47]
E [54, 46]
E [54, 45]
E [54, 44]
E [54, 43]
E [54, 42]
E [54, 41]
E [54, 40]
E [54, 39]
E [54, 38]
E [54, 37]
E [54, 36]
E [54, 35]
E [54, 34]
E [54, 33]
E [54, 32]
E [54, 31]
E [54, 30]
E [54, 29]
E [54, 28]
E [54, 27]
E [54, 26]
E [54, 25]
E [54, 24]
E [54, 23]
E [54, 22]
E [54, 21]
E [54, 20]
E [54, 19]
E [54, 18]
E [54, 17]
E [54, 16]
E [54, 15]
E [54, 14]
E [54, 13]
E [54, 12]
E [54, 11]
E [54, 10]
E [54, 9]
E [54, 8]
E [54, 7]
E [54, 6]
E [54, 5]
E [54, 4]
E [54, 3]
E [54, 2]
B [55, 2]
D [55, 3]
D [55, 4]
D [55, 5]
D [55, 6]
D [55, 7]
D [55, 8]
D [55, 9]
D [55, 10]
D [55, 11]
D [55, 12]
D [55, 13]
D [55, 14]
D [55, 15]
D [55, 16]
D [55, 17]
D [55, 18]
D [55, 19]
D [55, 20]
D [55, 21]
D [55, 22]
D [55, 23]
D [55, 24]
D [55, 25]
D [55, 26]
D [55, 27]
D [55, 28]
D [55, 29]
D [55, 30]
D [55, 31]
D [55, 32]
D [55, 33]
D [55, 34]
D [55, 35]
D [55, 36]
D [55, 37]
D [55, 38]
D [55, 39]
D [55, 40]
D [55, 41]
D [55, 42]
D [55, 43]
D [55, 44]
D [55, 45]
D [55, 46]
D [55, 47]
D [55, 48]
D [55, 49]
D [55, 50]
D [55, 51]
D [55, 52]
D [55, 53]
D [55, 54]
D [55, 55]
D [55, 56]
D [55, 57]
D [55, 58]
D [55, 59]
D [55, 60]
D [55, 61]
D [55, 62]
D [55, 63]
D [55, 64]
D [55, 65]
D [55, 66]
D [55, 67]
D [55, 68]
D [55, 69]
D [55, 70]
D [55, 71]
D [55, 72]
D [55, 73]
D [55, 74]
D [55, 75]
D [55, 76]
D [55, 77]
D [55, 78]
D [55, 79]
D [55, 80]
D [55, 81]
D [55, 82]
D [55, 83]
D [55, 84]
D [55, 85]
D [55, 86]
D [55, 87]
D [55, 88]
D [55, 89]
D [55, 90]
D [55, 91]
D [55, 92]
D [55, 93]
D [55, 94]
D [55, 95]
D [55, 96]
D [55, 97]
B [56, 97]
E [56, 96]
E [56, 95]
E [56, 94]
E [56, 93]
E [56, 92]
E [56, 91]
E [56, 90]
E [56, 89]
E [56, 88]
E [56, 87]
E [56, 86]
E [56, 85]
E [56, 84]
E [56, 83]
E [56, 82]
E [56, 81]
E [56, 80]
E [56, 79]
E [56, 78]
E [56, 77]
E [56, 76]
E [56, 75]
E [56, 74]
E [56, 73]
E [56, 72]
E [56, 71]
E [56, 70]
E [56, 69]
E [56, 68]
E [56, 67]
E [56, 66]
E [56, 65]
E [56, 64]
E [56, 63]
E [56, 62]
E [56, 61]
E [56, 60]
E [56, 59]
E [56, 58]
E [56, 57]
E [56, 56]
E [56, 55]
E [56, 54]
E [56, 53]
E [56, 52]
E [56, 51]
E [56, 50]
E [56, 49]
E [56, 48]
E [56, 47]
E [56, 46]
E [56, 45]
E [56, 44]
E [56, 43]
E [56, 42]
E [56, 41]
E [56, 40]
E [56, 39]
E [56, 38]
E [56, 37]
E [56, 36]
E [56, 35]
E [56, 34]
E [56, 33]
E [56, 32]
E [56, 31]
E [56, 30]
E [56, 29]
E [56, 28]
E [56, 27]
E [56, 26]
E [56, 25]
E [56, 24]
E [56, 23]
E [56, 22]
E [56, 21]
E [56, 20]
E [56, 19]
E [56, 18]
E [56, 17]
E [56, 16]
E [56, 15]
E [56, 14]
E [56, 13]
E [56, 12]
E [56, 11]
E [56, 10]
E [56, 9]
E [56, 8]
E [56, 7]
E [56, 6]
E [56, 5]
E [56, 4]
E [56, 3]
E [56, 2]
B [57, 2]
D [57, 3]
D [57, 4]
D [57, 5]
D [57, 6]
D [57, 7]
D [57, 8]
D [57, 9]
D [57, 10]
D [57, 11]
D [57, 12]
D [57, 13]
D [57, 14]
D [57, 15]
D [57, 16]
D [57, 17]
D [57, 18]
D [57, 19]
D [57, 20]
D [57, 21]
D [57, 22]
D [57, 23]
D [57, 24]
D [57, 25]
D [57, 26]
D [57, 27]
D [57, 28]
D [57, 29]
D [57, 30]
D [57, 31]
D [57, 32]
D [57, 33]
D [57, 34]
D [57, 35]
D [57, 36]
D [57, 37]
D [57, 38]
D [57, 39]
D [57, 40]
D [57, 41]
D [57, 42]
D [57, 43]
D [57, 44]
D [57, 45]
D [57, 46]
D [57, 47]
D [57, 48]
D [57, 49]
D [57, 50]
D [57, 51]
D [57, 52]
D [57, 53]
D [57, 54]
D [57, 55]
D [57, 56]
D [57, 57]
D [57, 58]
D [57, 59]
D [57, 60]
D [57, 61]
D [57, 62]
D [57, 63]
D [57, 64]
D [57, 65]
D [57, 66]
D [57, 67]
D [57, 68]
D [57, 69]
D [57, 70]
D [57, 71]
D [57, 72]
D [57, 73]
D [57, 74]
D [57, 75]
D [57, 76]
D [57, 77]
D [57, 78]
D [57, 79]
D [57, 80]
D [57, 81]
D [57, 82]
D [57, 83]
D [57, 84]
D [57, 85]
D [57, 86]
D [57, 87]
D [57, 88]
D [57, 89]
D [57, 90]
D [57, 91]
D [57, 92]
D [57, 93]
D [57, 94]
D [57, 95]
D [57, 96]
D [57, 97]
B [58, 97]
E [58, 96]
E [58, 95]
E [58, 94]
E [58, 93]
E [58, 92]
E [58, 91]
E [58, 90]
E [58, 89]
E [58, 88]
E [58, 87]
E [58, 86]
E [58, 85]
E [58, 84]
E [58, 83]
E [58, 82]
E [58, 81]
E [58, 80]
E [58, 79]
E [58, 78]
E [58, 77]
E [58, 76]
E [58, 75]
E [58, 74]
E [58, 73]
E [58, 72]
E [58, 71]
E [58, 70]
E [58, 69]
E [58, 68]
E [58, 67]
E [58, 66]
E [58, 65]
E [58, 64]
E [58, 63]
E [58, 62]
E [58, 61]
E [58, 60]
E [58, 59]
E [58, 58]
E [58, 57]
E [58, 56]
E [58, 55]
E [58, 54]
E [58, 53]
E [58, 52]
E [58, 51]
E [58, 50]
E [58, 49]
E [58, 48]
E [58, 47]
E [58, 46]
E [58, 45]
E [58, 44]
E [58, 43]
E [58, 42]
E [58, 41]
E [58, 40]
E [58, 39]
E [58, 38]
E [58, 37]
E [58, 36]
E [58, 35]
E [58, 34]
E [58, 33]
E [58, 32]
E [58, 31]
E [58, 30]
E [58, 29]
E [58, 28]
E [58, 27]
E [58, 26]
E [58, 25]
E [58, 24]
E [58, 23]
E [58, 22]
E [58, 21]
E [58, 20]
E [58, 19]
E [58, 18]
E [58, 17]
E [58, 16]
E [58, 15]
E [58, 14]
E [58, 13]
E [58, 12]
E [58, 11]
E [58, 10]
E [58, 9]
E [58, 8]
E [58, 7]
E [58, 6]
E [58, 5]
E [58, 4]
E [58, 3]
E [58, 2]
B [59, 2]
D [59, 3]
D [59, 4]
D [59, 5]
D [59, 6]
D [59, 7]
D [59, 8]
D [59, 9]
D [59, 10]
D [59, 11]
D [59, 12]
D [59, 13]
D [59, 14]
D [59, 15]
D [59, 16]
D [59, 17]
D [59, 18]
D [59, 19]
D [59, 20]
D [59, 21]
D [59, 22]
D [59, 23]
D [59, 24]
D [59, 25]
D [59, 26]
D [59, 27]
D [59, 28]
D [59, 29]
D [59, 30]
D [59, 31]
D [59, 32]
D [59, 33]
D [59, 34]
D [59, 35]
D [59, 36]
D [59, 37]
D [59, 38]
D [59, 39]
D [59, 40]
D [59, 41]
D [59, 42]
D [59, 43]
D [59, 44]
D [59, 45]
D [59, 46]
D [59, 47]
D [59, 48]
D [59, 49]
D [59, 50]
D [59, 51]
D [59, 52]
D [59, 53]
D [59, 54]
D [59, 55]
D [59, 56]
D [59, 57]
D [59, 58]
D [59, 59]
D [59, 60]
D [59, 61]
D [59, 62]
D [59, 63]
D [59, 64]
D [59, 65]
D [59, 66]
D [59, 67]
D [59, 68]
D [59, 69]
D [59, 70]
D [59, 71]
D [59, 72]
D [59, 73]
D [59, 74]
D [59, 75]
D [59, 76]
D [59, 77]
D [59, 78]
D [59, 79]
D [59, 80]
D [59, 81]
D [59, 82]
D [59, 83]
D [59, 84]
D [59, 85]
D [59, 86]
D [59, 87]
D [59, 88]
D [59, 89]
D [59, 90]
D [59, 91]
D [59, 92]
D [59, 93]
D [59, 94]
D [59, 95]
D [59, 96]
D [59, 97]
B [60, 97]
E [60, 96]
E [60, 95]
E [60, 94]
E [60, 93]
E [60, 92]
E [60, 91]
E [60, 90]
E [60, 89]
E [60, 88]
E [60, 87]
E [60, 86]
E [60, 85]
E [60, 84]
E [60, 83]
E [60, 82]
E [60, 81]
E [60, 80]
E [60, 79]
E [60, 78]
E [60, 77]
E [60, 76]
E [60, 75]
E [60, 74]
E [60, 73]
E [60, 72]
E [60, 71]
E [60, 70]
E [60, 69]
E [60, 68]
E [60, 67]
E [60, 66]
E [60, 65]
E [60, 64]
E [60, 63]
E [60, 62]
E [60, 61]
E [60, 60]
E [60, 59]
E [60, 58]
E [60, 57]
E [60, 56]
E [60, 55]
E [60, 54]
E [60, 53]
E [60, 52]
E [60, 51]
E [60, 50]
E [60, 49]
E [60, 48]
E [60, 47]
E [60, 46]
E [60, 45]
E [60, 44]
E [60, 43]
E [60, 42]
E [60, 41]
E [60, 40]
E [60, 39]
E [60, 38]
E [60, 37]
E [60, 36]
E [60, 35]
E [60, 34]
E [60, 33]
E [60, 32]
E [60, 31]
E [60, 30]
E [60, 29]
E [60, 28]
E [60, 27]
E [60, 26]
E [60, 25]
E [60, 24]
E [60, 23]
E [60, 22]
E [60, 21]
E [60, 20]
E [60, 19]
E [60, 18]
E [60, 17]
E [60, 16]
E [60, 15]
E [60, 14]
E [60, 13]
E [60, 12]
E [60, 11]
E [60, 10]
E [60, 9]
E [60, 8]
E [60, 7]
E [60, 6]
E [60, 5]
E [60, 4]
E [60, 3]
E [60, 2]
B [61, 2]
D [61, 3]
D [61, 4]
D [61, 5]
D [61, 6]
D [61, 7]
D [61, 8]
D [61, 9]
D [61, 10]
D [61, 11]
D [61, 12]
D [61, 13]
D [61, 14]
D [61, 15]
D [61, 16]
D [61, 17]
D [61, 18]
D [61, 19]
D [61, 20]
D [61, 21]
D [61, 22]
D [61, 23]
D [61, 24]
D [61, 25]
D [61, 26]
D [61, 27]
D [61, 28]
D [61, 29]
D [61, 30]
D [61, 31]
D [61, 32]
D [61, 33]
D [61, 34]
D [61, 35]
D [61, 36]
D [61, 37]
D [61, 38]
D [61, 39]
D [61, 40]
D [61, 41]
D [61, 42]
D [61, 43]
D [61, 44]
D [61, 45]
D [61, 46]
D [61, 47]
D [61, 48]
D [61, 49]
D [61, 50]
D [61, 51]
D [61, 52]
D [61, 53]
D [61, 54]
D [61, 55]
D [61, 56]
D [61, 57]
D [61, 58]
D [61, 59]
D [61, 60]
D [61, 61]
D [61, 62]
D [61, 63]
D [61, 64]
D [61, 65]
D [61, 66]
D [61, 67]
D [61, 68]
D [61, 69]
D [61, 70]
D [61, 71]
D [61, 72]
D [61, 73]
D [61, 74]
D [61, 75]
D [61, 76]
D [61, 77]
D [61, 78]
D [61, 79]
D [61, 80]
D [61, 81]
D [61, 82]
D [61, 83]
D [61, 84]
D [61, 85]
D [61, 86]
D [61, 87]
D [61, 88]
D [61, 89]
D [61, 90]
D [61, 91]
D [61, 92]
D [61, 93]
D [61, 94]
D [61, 95]
D [61, 96]
D [61, 97]
B [62, 97]
E [62, 96]
E [62, 95]
E [62, 94]
E [62, 93]
E [62, 92]
E [62, 91]
E [62, 90]
E [62, 89]
E [62, 88]
E [62, 87]
E [62, 86]
E [62, 85]
E [62, 84]
E [62, 83]
E [62, 82]
E [62, 81]
E [62, 80]
E [62, 79]
E [62, 78]
E [62, 77]
E [62, 76]
E [62, 75]
E [62, 74]
E [62, 73]
E [62, 72]
E [62, 71]
E [62, 70]
E [62, 69]
E [62, 68]
E [62, 67]
E [62, 66]
E [62, 65]
E [62, 64]
E [62, 63]
E [62, 62]
E [62, 61]
E [62, 60]
E [62, 59]
E [62, 58]
E [62, 57]
E [62, 56]
E [62, 55]
E [62, 54]
E [62, 53]
E [62, 52]
E [62, 51]
E [62, 50]
E [62, 49]
E [62, 48]
E [62, 47]
E [62, 46]
E [62, 45]
E [62, 44]
E [62, 43]
E [62, 42]
E [62, 41]
E [62, 40]
E [62, 39]
E [62, 38]
E [62, 37]
E [62, 36]
E [62, 35]
E [62, 34]
E [62, 33]
E [62, 32]
E [62, 31]
E [62, 30]
E [62, 29]
E [62, 28]
E [62, 27]
E [62, 26]
E [62, 25]
E [62, 24]
E [62, 23]
E [62, 22]
E [62, 21]
E [62, 20]
E [62, 19]
E [62, 18]
E [62, 17]
E [62, 16]
E [62, 15]
E [62, 14]
E [62, 13]
E [62, 12]
E [62, 11]
E [62, 10]
E [62, 9]
E [62, 8]
E [62, 7]
E [62, 6]
E [62, 5]
E [62, 4]
E [62, 3]
E [62, 2]
B [63, 2]
D [63, 3]
D [63, 4]
D [63, 5]
D [63, 6]
D [63, 7]
D [63, 8]
D [63, 9]
D [63, 10]
D [63, 11]
